,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
11756070_s_at,3.078420023,-0.336145071,0.120233445,-2.795770111,0.005177622,0.043848496
11756074_a_at,5.076388335,1.321710735,0.104538673,12.64327067,1.22E-36,1.33E-33
11756078_a_at,5.104185833,-0.379276452,0.094679897,-4.005881559,6.18E-05,0.001128954
11756089_s_at,4.014533176,0.35043193,0.106859557,3.279369113,0.001040395,0.012011675
11756098_a_at,5.31933928,-0.284757299,0.092447786,-3.080195984,0.002068644,0.020869948
11756106_a_at,4.539589744,-0.487172844,0.100873118,-4.829560672,1.37E-06,4.02E-05
11756107_a_at,3.961547636,0.523641208,0.107950402,4.850757352,1.23E-06,3.65E-05
11756127_a_at,7.401551123,-0.299895627,0.077872467,-3.85111245,0.000117582,0.001949821
11756138_a_at,8.505703198,-0.206612997,0.072753374,-2.839909493,0.004512634,0.039454604
11756139_s_at,7.878131983,0.22592495,0.07542859,2.995216397,0.002742502,0.026275693
11756145_s_at,6.962760207,0.294743621,0.080118738,3.678835035,0.000234302,0.003474879
11756158_s_at,3.505370668,-0.727985901,0.116418176,-6.253197969,4.02E-10,2.39E-08
11756162_s_at,7.422345305,-0.242632141,0.077626217,-3.125646831,0.001774145,0.018466462
11756167_a_at,6.518452346,-0.372965465,0.082935358,-4.497062217,6.89E-06,0.000168316
11756174_s_at,9.758968526,0.307332855,0.068444343,4.49025943,7.11E-06,0.000172911
11756182_s_at,6.993560332,0.584429982,0.081272739,7.190971915,6.43E-13,5.87E-11
11756184_a_at,4.203173318,0.540172013,0.105078806,5.140637123,2.74E-07,9.48E-06
11756194_a_at,4.784062054,0.268131613,0.097344121,2.75447157,0.0058787,0.04825395
11756210_a_at,4.871421142,0.458122523,0.097249322,4.710804285,2.47E-06,6.79E-05
11756216_s_at,10.44890893,-0.182776187,0.065935766,-2.772034052,0.005570721,0.046239623
11756222_a_at,4.296683336,-0.69888214,0.105713799,-6.611077705,3.82E-11,2.65E-09
11756223_s_at,9.69224913,0.221518201,0.068399708,3.238584032,0.001201246,0.013492841
11756224_s_at,8.499871417,0.281224527,0.072911126,3.857086594,0.000114747,0.001911763
11756236_a_at,5.131022769,-0.480784152,0.095225605,-5.048895765,4.44E-07,1.46E-05
11756246_s_at,5.649465527,-0.321271191,0.089285861,-3.598231434,0.000320388,0.004521919
11756256_a_at,3.761516553,0.306339299,0.10945936,2.798657865,0.005131548,0.043562024
11756272_a_at,4.722838977,0.271672802,0.097954931,2.773446912,0.005546589,0.046110882
11756284_x_at,6.340449574,0.532178821,0.084725661,6.281200003,3.36E-10,2.02E-08
11756285_s_at,3.494303754,0.556191944,0.11645402,4.776064795,1.79E-06,5.12E-05
11756294_a_at,5.105020838,-0.564295343,0.095740355,-5.894017641,3.77E-09,1.90E-07
11756316_a_at,4.953693554,0.939743175,0.100746573,9.327792945,1.08E-20,2.48E-18
11756330_a_at,5.011385498,-0.416461075,0.095898407,-4.342731944,1.41E-05,0.000315962
11756334_x_at,7.790694629,0.27644489,0.075969363,3.638899658,0.000273805,0.003964757
11756338_x_at,7.334431528,-0.536037159,0.079129645,-6.77416361,1.25E-11,9.42E-10
11756343_a_at,5.830557002,1.271915802,0.095900029,13.26293442,3.80E-40,6.69E-37
11756344_a_at,8.536255978,0.208272011,0.072590007,2.869155421,0.004115695,0.03673572
11756347_x_at,4.691668656,0.337423812,0.098503197,3.425511266,0.000613643,0.007799924
11756352_a_at,3.586531176,0.329867207,0.112073422,2.94331342,0.003247195,0.03032303
11756357_x_at,3.932212049,-0.509085532,0.108220479,-4.704151518,2.55E-06,6.98E-05
11756373_a_at,5.596408889,0.250059105,0.089451013,2.795486574,0.005182165,0.043878271
11756402_a_at,6.377733165,0.289323416,0.083480313,3.465768209,0.000528719,0.006882375
11756405_s_at,8.937246615,0.20546086,0.071057269,2.89148263,0.003834288,0.034570957
11756408_a_at,4.588926483,0.318907482,0.0994141,3.207869723,0.001337221,0.014729441
11756409_a_at,5.719071921,0.296905524,0.088571322,3.352163189,0.000801827,0.009744744
11756411_a_at,7.037100965,-0.377450746,0.079995846,-4.718379312,2.38E-06,6.58E-05
11756412_a_at,4.691773385,0.433960799,0.098994732,4.383675693,1.17E-05,0.000267642
11756431_s_at,10.42385051,-0.187509278,0.066066672,-2.838182598,0.004537122,0.039635279
11756432_x_at,6.187450597,0.257228164,0.084705415,3.036738145,0.002391531,0.023471539
11756434_a_at,7.45666751,0.242885953,0.077444646,3.136252352,0.001711219,0.017945935
11756439_a_at,3.495420525,-0.369185233,0.11358014,-3.25043826,0.001152273,0.013028467
11756443_x_at,6.301180303,-0.511155897,0.085043686,-6.01050969,1.85E-09,9.72E-08
11756456_a_at,5.791263241,0.381427132,0.088215219,4.323824559,1.53E-05,0.000339024
11756466_a_at,4.383717281,0.340952089,0.101943554,3.344518368,0.000824256,0.009958026
11756504_s_at,6.372990957,-0.254246044,0.083460811,-3.046292541,0.002316823,0.022864498
11756509_a_at,5.966147991,0.284451667,0.086899964,3.273323195,0.001062909,0.012221578
11756511_a_at,4.625889539,-0.593927516,0.100570982,-5.905555525,3.51E-09,1.78E-07
11756518_a_at,3.492720582,-0.717853184,0.117324864,-6.118508564,9.45E-10,5.28E-08
11756519_x_at,3.795425988,-0.597105485,0.111819143,-5.339921863,9.30E-08,3.55E-06
11756537_a_at,3.671192364,-0.326960114,0.111168582,-2.941119769,0.003270281,0.0305038
11756547_a_at,7.362250375,-0.536222542,0.079261785,-6.765209004,1.33E-11,9.93E-10
11756569_a_at,3.674183087,0.391579684,0.111114729,3.524102414,0.00042492,0.005750431
11756587_a_at,6.893699596,-0.359125746,0.080921754,-4.437938212,9.08E-06,0.000214418
11756588_a_at,8.274929348,-0.326238371,0.074284772,-4.391726088,1.12E-05,0.000259734
11756601_a_at,5.278565784,-0.429625481,0.093135622,-4.612901825,3.97E-06,0.000103938
11756615_x_at,6.151208056,0.35874497,0.085289721,4.20619231,2.60E-05,0.000532685
11756620_x_at,4.511293287,0.334424642,0.100505792,3.327416605,0.000876552,0.010453724
11756650_a_at,6.224262369,-0.32529153,0.084640515,-3.843213012,0.000121434,0.002002769
11756652_a_at,7.112437882,0.26953495,0.079261934,3.400559858,0.00067248,0.0084298
11756658_a_at,5.643709318,-0.329516128,0.089759837,-3.671086525,0.000241522,0.003568442
11756666_x_at,5.924999909,0.276347091,0.086787601,3.184177093,0.001451662,0.0157023
11756678_x_at,5.1743675,0.346100715,0.093829582,3.688609783,0.000225483,0.003363956
11756681_a_at,6.300392626,0.281030092,0.083964536,3.3470094,0.000816884,0.009891369
11756690_x_at,4.121304235,0.293758888,0.104722385,2.805120288,0.005029781,0.042902902
11756702_a_at,3.977436288,0.510008262,0.107708218,4.735091462,2.19E-06,6.15E-05
11756705_a_at,5.801944218,0.328834473,0.087948752,3.738932786,0.000184803,0.002828237
11756745_a_at,3.936897694,-0.350518009,0.107254729,-3.268089093,0.001082763,0.012393048
11756748_a_at,2.84730163,-0.464533006,0.125354732,-3.705747681,0.000210768,0.003172148
11756758_x_at,4.080743254,-0.389795472,0.105631833,-3.690132625,0.000224137,0.003348564
11756770_x_at,4.942523801,1.02930882,0.101868343,10.10430508,5.29E-24,1.71E-21
11756773_a_at,2.661785314,0.412740606,0.128971496,3.20024671,0.0013731,0.01503541
11756778_x_at,2.632721429,-0.526468275,0.130476091,-4.034978914,5.46E-05,0.001018673
11756784_x_at,6.875741238,0.296364099,0.080580952,3.677843109,0.000235215,0.003485994
11756800_a_at,5.148742816,0.629618272,0.095635105,6.583547675,4.59E-11,3.13E-09
11756806_a_at,7.611951215,-0.285691658,0.076902433,-3.714988535,0.000203213,0.003074703
11756809_a_at,4.266457919,-0.704136633,0.105588495,-6.668687061,2.58E-11,1.84E-09
11756810_a_at,4.969945388,0.501062378,0.096715423,5.180790848,2.21E-07,7.83E-06
11756815_a_at,4.34860446,0.312714083,0.102286434,3.057239065,0.00223386,0.022219315
11756820_a_at,7.386727707,-0.569700695,0.079336807,-7.180786757,6.93E-13,6.28E-11
11756822_s_at,5.152247907,-1.074197191,0.099846059,-10.75853374,5.40E-27,2.35E-24
11756823_x_at,4.583809411,0.335654595,0.09959661,3.370140751,0.000751298,0.009228101
11756827_a_at,4.827552659,-0.520984158,0.098266557,-5.301744318,1.15E-07,4.29E-06
11756836_s_at,4.487146733,-0.330923309,0.10071568,-3.285717876,0.001017228,0.011817693
11756849_x_at,4.660990677,0.384941826,0.099003626,3.888158847,0.000101008,0.001716283
11756855_a_at,2.785541133,-0.366217854,0.125966655,-2.907260293,0.003646097,0.033239287
11756861_s_at,2.620912004,0.419345033,0.12994158,3.227181272,0.001250162,0.013939571
11756874_a_at,3.269322209,0.595875004,0.119935753,4.968285004,6.75E-07,2.14E-05
11756881_a_at,5.345818758,-0.535421046,0.093597933,-5.720436655,1.06E-08,4.90E-07
11756884_a_at,4.009828451,-0.411965027,0.106802891,-3.857246034,0.000114672,0.001911763
11756885_a_at,6.628766551,0.38473239,0.082255798,4.677267705,2.91E-06,7.84E-05
11756894_a_at,4.522122537,0.366934172,0.100384558,3.655285031,0.000256896,0.003752604
11756898_a_at,5.903178075,-0.693883456,0.089440807,-7.758018745,8.63E-15,1.03E-12
11756900_a_at,4.378894944,-0.585823543,0.104451754,-5.608556308,2.04E-08,8.88E-07
11756901_a_at,3.049714032,-0.569077698,0.122916677,-4.629784285,3.66E-06,9.67E-05
11756910_x_at,5.755167764,0.250826152,0.08812788,2.846161182,0.004424979,0.038886428
11756912_a_at,3.809290409,-0.374269737,0.109161089,-3.42860024,0.000606702,0.007730114
11756914_a_at,4.286622693,-0.413294019,0.103884471,-3.978400388,6.94E-05,0.001246366
11756918_a_at,5.025730872,0.359518509,0.095413239,3.768014934,0.000164551,0.002576191
11756919_a_at,4.416827847,-0.42521339,0.102332594,-4.155209721,3.25E-05,0.00064636
11756923_s_at,5.047141386,-0.380552125,0.095455001,-3.986717538,6.70E-05,0.001209088
11756954_s_at,6.420602087,-0.310713504,0.083312387,-3.729499488,0.00019186,0.002923664
11756958_a_at,3.910572922,0.390653601,0.10781958,3.623215765,0.000290963,0.004170306
11756965_a_at,4.917813502,0.315564343,0.096178828,3.281016712,0.001034336,0.011964382
11756968_a_at,6.557299989,0.301837287,0.082380157,3.663956188,0.000248349,0.003645217
11756973_a_at,3.890148735,0.384984843,0.108065427,3.56251627,0.000367317,0.005070568
11756982_x_at,7.467727787,-0.259137916,0.07743422,-3.346555498,0.000818223,0.009904768
11756986_a_at,2.950724012,-0.386595657,0.122842845,-3.147075095,0.001649126,0.017401643
11757005_a_at,6.322307653,-0.346403211,0.084058835,-4.120961338,3.77E-05,0.000734005
11757013_x_at,7.038759188,-0.334670012,0.080028507,-4.181884979,2.89E-05,0.000584338
11757017_x_at,5.534430698,0.459741795,0.090813603,5.062477178,4.14E-07,1.37E-05
11757018_a_at,8.737834613,0.283776568,0.072097511,3.936010609,8.28E-05,0.00145342
11757033_a_at,3.391692253,0.393643916,0.115690059,3.402573398,0.000667544,0.008376488
11757035_a_at,5.315519586,-0.550145508,0.093556525,-5.880354257,4.09E-09,2.05E-07
11757043_a_at,6.168092154,0.267786976,0.084940993,3.152623547,0.001618103,0.017116606
11757044_x_at,6.947661615,0.458290082,0.080774327,5.673709669,1.40E-08,6.25E-07
11757046_a_at,3.622058302,0.799430225,0.115944372,6.894946379,5.39E-12,4.32E-10
11757057_x_at,8.625027522,-0.375794894,0.073793453,-5.092523501,3.53E-07,1.19E-05
11757061_s_at,8.97847584,0.207824804,0.070910145,2.930819034,0.003380697,0.031328326
11757097_s_at,5.741101022,-0.553959635,0.089573245,-6.184431926,6.23E-10,3.58E-08
11757102_a_at,7.11728622,0.271438331,0.079247197,3.425210491,0.000614323,0.007803917
11757113_a_at,3.525185233,0.42993291,0.113476342,3.788744882,0.00015141,0.002405153
11757117_at,3.725219965,0.35370356,0.11022082,3.209044893,0.001331767,0.014699718
11757119_at,2.867044737,0.382622826,0.124554276,3.071936491,0.00212675,0.021349026
11757120_at,5.030333507,0.446329946,0.095918802,4.65320601,3.27E-06,8.71E-05
11757152_s_at,4.362362684,0.446497131,0.102590936,4.35220836,1.35E-05,0.000304205
11757162_s_at,4.352605394,0.336503828,0.102173066,3.293469029,0.000989592,0.011559599
11757181_x_at,6.207152722,0.290111097,0.084688706,3.425617296,0.000613404,0.007799203
11757199_at,3.262580567,0.99429278,0.123456329,8.053801572,8.03E-16,1.10E-13
11757228_s_at,5.761498152,-0.419577297,0.088728733,-4.728764649,2.26E-06,6.31E-05
11757266_s_at,6.88350115,-0.563052622,0.08173821,-6.888487296,5.64E-12,4.51E-10
11757283_s_at,8.569599211,-0.288825027,0.072855019,-3.964380631,7.36E-05,0.001312538
11757290_s_at,9.194785625,0.261328469,0.070298114,3.71743213,0.000201258,0.003049449
11757300_s_at,8.670654472,0.239423174,0.072225016,3.314961868,0.000916556,0.010879135
11757302_s_at,8.191558228,0.229906232,0.074058564,3.104384148,0.001906756,0.019587499
11757312_x_at,5.314259684,0.487922098,0.09336748,5.225824863,1.73E-07,6.28E-06
11757322_a_at,5.822434721,0.271014275,0.087598725,3.093815271,0.001976005,0.020143734
11757341_s_at,6.969827708,-0.228311055,0.079928526,-2.856440214,0.004284207,0.037929983
11757352_a_at,4.506824883,0.411781203,0.100717357,4.088483003,4.34E-05,0.000835577
11757372_a_at,7.030307436,0.247210355,0.079640979,3.104059726,0.001908848,0.019600565
11757373_x_at,7.297920484,0.238045183,0.078477579,3.033289092,0.002419037,0.023670741
11757383_a_at,9.121970097,0.233939387,0.070446654,3.320801987,0.000897592,0.010674817
11757399_s_at,8.022207012,0.218094114,0.074773654,2.91672402,0.003537286,0.032418458
11757407_x_at,5.799045216,-0.424792685,0.08855306,-4.797041304,1.61E-06,4.64E-05
11757441_s_at,5.673413726,0.243976636,0.088766593,2.748518642,0.005986523,0.048997654
11757444_a_at,7.103200868,-0.342080926,0.079637224,-4.295490347,1.74E-05,0.000376707
11757451_x_at,6.670672065,0.404959779,0.082155358,4.929195,8.26E-07,2.56E-05
11757473_x_at,6.68591883,0.257892731,0.081499337,3.164353731,0.001554278,0.016572879
11757482_x_at,8.376675784,0.206952401,0.073249002,2.825327221,0.004723235,0.040834891
11757484_x_at,3.47925716,-0.323253128,0.113619699,-2.84504476,0.004440518,0.038982116
11757496_s_at,5.313802339,-0.349990076,0.092498445,-3.783740086,0.000154489,0.002441341
11757502_x_at,2.787997728,-0.607293371,0.128277703,-4.734208344,2.20E-06,6.17E-05
11757523_s_at,4.687109591,0.328151449,0.098675965,3.325545869,0.000882456,0.010509448
11757548_s_at,3.752352252,-0.359849557,0.109780749,-3.277893063,0.00104585,0.01206487
11757553_x_at,5.412657377,-0.402160751,0.091735563,-4.383913251,1.17E-05,0.000267494
11757560_a_at,3.824692525,-0.814224913,0.112322941,-7.248963633,4.20E-13,3.94E-11
11757581_x_at,8.013156645,-0.316312202,0.075108354,-4.211411691,2.54E-05,0.000521777
11757586_a_at,4.702263283,0.517254237,0.099645093,5.190965497,2.09E-07,7.45E-06
11757621_a_at,8.483243803,-0.382212741,0.073576041,-5.194798933,2.05E-07,7.34E-06
11757622_s_at,4.000033564,-0.337603391,0.1066466,-3.165627339,0.001547489,0.016508742
11757634_a_at,9.835095988,0.297266718,0.068399554,4.346033008,1.39E-05,0.000311574
11757640_x_at,3.664102532,0.310516143,0.111524751,2.784280089,0.005364669,0.045030511
11757652_x_at,5.375959738,0.330188483,0.091773101,3.597878665,0.000320823,0.004525346
11757660_a_at,8.957456395,0.234966138,0.071037556,3.30763264,0.000940881,0.011121474
11757661_x_at,9.749081826,0.188108661,0.068153934,2.760055787,0.005779149,0.047656767
11757669_s_at,7.868429472,0.252789228,0.075547417,3.346100204,0.000819568,0.009918233
11757672_s_at,8.618507966,0.223556441,0.072301152,3.092017681,0.00198801,0.020227469
11757680_a_at,6.233548012,0.238513427,0.084339705,2.828008802,0.004683852,0.040568354
11757694_s_at,6.440804149,-0.403237403,0.08345438,-4.831830294,1.35E-06,3.98E-05
11757702_s_at,9.991452887,-0.2732174,0.067559773,-4.04408405,5.25E-05,0.000984221
11757706_a_at,8.623805692,0.235535401,0.072314472,3.257099097,0.001125571,0.012804574
11757730_x_at,3.134289902,0.426545696,0.119771842,3.561318674,0.000368997,0.005092109
11757736_s_at,7.107077824,0.39449155,0.079917422,4.936239696,7.96E-07,2.47E-05
11757741_s_at,8.181174951,0.244797385,0.074154781,3.301167954,0.000962832,0.011321369
11757766_s_at,6.251219898,-0.326365442,0.08453616,-3.860660811,0.000113081,0.001889831
11757773_x_at,9.692235268,0.236911164,0.068429181,3.462136476,0.000535905,0.006967422
11757776_s_at,4.90253387,0.331888355,0.096658844,3.433605661,0.00059561,0.007611504
11757777_s_at,3.90716718,-0.42289544,0.108272856,-3.905830657,9.39E-05,0.001615152
11757783_s_at,7.288421234,0.258877641,0.078504191,3.297628286,0.000975051,0.011436689
11757788_s_at,7.063709981,-0.356870596,0.079973031,-4.462386772,8.11E-06,0.000193811
11757815_s_at,9.211268564,-0.387785851,0.070573775,-5.494758518,3.91E-08,1.61E-06
11757824_s_at,6.687556793,-0.25801579,0.081545474,-3.164072494,0.00155578,0.016584759
11757840_s_at,3.345100406,0.623418924,0.117847046,5.290068317,1.22E-07,4.57E-06
11757845_s_at,8.228949493,-0.359143724,0.07424052,-4.837570124,1.31E-06,3.87E-05
11757853_s_at,3.907340859,-0.430634358,0.108369375,-3.973764361,7.07E-05,0.001267688
11757855_a_at,8.736756311,0.215368308,0.071835904,2.998059426,0.002717047,0.026066917
11757864_s_at,3.55687375,-0.533589144,0.113996385,-4.680754958,2.86E-06,7.73E-05
11757884_s_at,7.243940955,-0.292019106,0.078908657,-3.700723311,0.000214986,0.003221994
11757898_s_at,2.743905634,0.578164962,0.128446865,4.501199491,6.76E-06,0.000165946
11757903_s_at,5.263305664,-0.422262599,0.09339654,-4.521180322,6.15E-06,0.000152962
11757915_s_at,3.619317183,-0.43170803,0.11215264,-3.84928994,0.000118461,0.001962072
11757921_s_at,6.436378094,-0.34498272,0.0833887,-4.137043978,3.52E-05,0.000690459
11757924_s_at,7.206163448,-0.316355509,0.078925277,-4.008291417,6.12E-05,0.001120857
11757926_s_at,5.207633432,-0.389132184,0.093665224,-4.154500104,3.26E-05,0.000647192
11757940_at,4.039715663,0.307253373,0.105871862,2.902124958,0.003706407,0.033709899
11757941_s_at,6.574213585,0.394989501,0.082932173,4.762801753,1.91E-06,5.43E-05
11757952_s_at,7.076649708,0.239238794,0.079375663,3.014006868,0.00257822,0.02497643
11757961_s_at,4.636691455,-0.394969361,0.099338657,-3.975988518,7.01E-05,0.001256952
11757964_s_at,6.315529241,0.46423153,0.0845505,5.490582918,4.01E-08,1.65E-06
11757967_s_at,5.510137126,-0.250543943,0.090262933,-2.775712423,0.00550809,0.045873889
11757985_s_at,3.942895176,-0.64075299,0.108981208,-5.879481427,4.12E-09,2.05E-07
11757990_s_at,8.039537871,-0.268709418,0.074875486,-3.588750259,0.000332267,0.004669789
11757991_s_at,6.65603091,-0.241243673,0.081640654,-2.954945368,0.003127244,0.029342749
11758016_s_at,6.403273169,0.318591475,0.083407879,3.819680821,0.000133624,0.002162872
11758028_s_at,6.385425046,1.401057886,0.092871693,15.08595181,2.00E-51,7.77E-48
11758031_s_at,7.021530703,-0.380427705,0.080202048,-4.743366453,2.10E-06,5.92E-05
11758032_s_at,5.616795711,0.323793407,0.089504809,3.617609041,0.000297337,0.004247402
11758048_s_at,6.328323606,-0.638229592,0.085550643,-7.460254736,8.64E-14,8.88E-12
11758051_s_at,4.366230453,-0.677115343,0.10520531,-6.436132768,1.23E-10,7.87E-09
11758065_s_at,3.876516205,-0.576135679,0.10947261,-5.262829482,1.42E-07,5.21E-06
11758069_s_at,3.835055888,-0.598552595,0.110173715,-5.432807584,5.55E-08,2.21E-06
11758071_s_at,7.782075447,0.29606614,0.076296417,3.880472384,0.000104254,0.001761625
11758076_s_at,3.695290893,-0.336861675,0.110492636,-3.048725129,0.002298146,0.022711689
11758083_s_at,7.608125315,-0.730946247,0.078937328,-9.259830096,2.05E-20,4.62E-18
11758088_s_at,8.079681805,-0.204529203,0.074498979,-2.745396037,0.006043791,0.049315559
11758089_s_at,7.558925159,0.275132231,0.077082013,3.569344141,0.000357876,0.004959488
